Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergy_score
TRETINOIN,CARMUSTINE,786O,DB00755,DB00262,-4.66,0
PEMETREXED,ARSENIC TRIOXIDE,786O,DB00642,DB01169,-4.66,0
BLEOMYCIN,AMIFOSTINE,786O,DB00290,DB01143,-4.62,0
GEFITINIB,BORTEZOMIB,786O,DB00317,DB00188,-4.62,0
ABIRATERONE,ERLOTINIB HYDROCHLORIDE,786O,DB05812,DB00530,-4.62,0
VISMODEGIB,RUXOLITINIB,786O,DB08828,DB08877,-4.61,0
5-FU,IXABEPILONE,786O,DB00544,DB04845,-4.6,0
DEXRAZOXANE,IMIQUIMOD,786O,DB00380,DB00724,-4.58,0
CELECOXIB,QUINACRINE HYDROCHLORIDE,786O,DB00482,DB01103,-4.57,0
DAUNORUBICIN HYDROCHLORIDE,PACLITAXEL,786O,DB00694,DB01229,-4.56,0
FULVESTRANT,AZACYTIDINE,786O,DB00947,DB00928,-4.53,0
MERCAPTOPURINE,TOPOTECAN HYDROCHLORIDE,786O,DB01033,DB01030,-4.51,0
TRETINOIN,LAPATINIB,786O,DB00755,DB01259,-4.51,0
METHOTREXATE,TOPOTECAN HYDROCHLORIDE,786O,DB00563,DB01030,-4.45,0
ABIRATERONE,IMATINIB,786O,DB05812,DB00619,-4.45,0
DEXRAZOXANE,NILOTINIB,786O,DB00380,DB04868,-4.45,0
LAPATINIB,ERLOTINIB HYDROCHLORIDE,786O,DB01259,DB00530,-4.44,0
TRETINOIN,AZACYTIDINE,786O,DB00755,DB00928,-4.42,0
DAUNORUBICIN HYDROCHLORIDE,LETROZOLE,786O,DB00694,DB01006,-4.41,0
METHOTREXATE,IXABEPILONE,786O,DB00563,DB04845,-4.39,0
DEXRAZOXANE,METHOXSALEN,786O,DB00380,DB00553,-4.38,0
DEXRAZOXANE,AZACYTIDINE,786O,DB00380,DB00928,-4.38,0
VANDETANIB,VISMODEGIB,786O,DB05294,DB08828,-4.36,0
LAPATINIB,CARMUSTINE,786O,DB01259,DB00262,-4.29,0
LAPATINIB,IMIQUIMOD,786O,DB01259,DB00724,-4.27,0
ABIRATERONE,RUXOLITINIB,786O,DB05812,DB08877,-4.27,0
ABIRATERONE,VISMODEGIB,786O,DB05812,DB08828,-4.27,0
ALLOPURINOL,QUINACRINE HYDROCHLORIDE,786O,DB00437,DB01103,-4.26,0
TENIPOSIDE,DOCETAXEL,786O,DB00444,DB01248,-4.26,0
DEXRAZOXANE,TOPOTECAN HYDROCHLORIDE,786O,DB00380,DB01030,-4.25,0
LENALIDOMIDE,PACLITAXEL,786O,DB00480,DB01229,-4.23,0
ZOLEDRONIC ACID,BLEOMYCIN,786O,DB00399,DB00290,-4.2,0
LOMUSTINE,TOPOTECAN HYDROCHLORIDE,786O,DB01206,DB01030,-4.19,0
DOCETAXEL,IXABEPILONE,786O,DB01248,DB04845,-4.18,0
LAPATINIB,ALLOPURINOL,786O,DB01259,DB00437,-4.13,0
ABIRATERONE,ARSENIC TRIOXIDE,786O,DB05812,DB01169,-4.13,0
VEMURAFENIB,DEXRAZOXANE,786O,DB08881,DB00380,-4.12,0
LENALIDOMIDE,CARMUSTINE,786O,DB00480,DB00262,-4.1,0
DAUNORUBICIN HYDROCHLORIDE,QUINACRINE HYDROCHLORIDE,786O,DB00694,DB01103,-4.09,0
GEFITINIB,SUNITINIB,786O,DB00317,DB01268,-4.07,0
MEGESTROL ACETATE,SORAFENIB,786O,DB00351,DB00398,-4.02,0
RUXOLITINIB,BLEOMYCIN,786O,DB08877,DB00290,-4.01,0
DEXRAZOXANE,TRETINOIN,786O,DB00380,DB00755,-3.99,0
VISMODEGIB,LENALIDOMIDE,786O,DB08828,DB00480,-3.99,0
RALOXIFENE,ARSENIC TRIOXIDE,786O,DB00481,DB01169,-3.98,0
VISMODEGIB,ANASTROZOLE,786O,DB08828,DB01217,-3.97,0
ABIRATERONE,ANASTROZOLE,786O,DB05812,DB01217,-3.97,0
VANDETANIB,LENALIDOMIDE,786O,DB05294,DB00480,-3.96,0
5-FU,VEMURAFENIB,786O,DB00544,DB08881,-3.95,0
CELECOXIB,SUNITINIB,786O,DB00482,DB01268,-3.94,0
VANDETANIB,DEXRAZOXANE,786O,DB05294,DB00380,-3.91,0
ZOLEDRONIC ACID,ARSENIC TRIOXIDE,786O,DB00399,DB01169,-3.89,0
PRALATREXATE,ERLOTINIB HYDROCHLORIDE,786O,DB06813,DB00530,-3.88,0
PEMETREXED,BLEOMYCIN,786O,DB00642,DB00290,-3.88,0
NILOTINIB,PACLITAXEL,786O,DB04868,DB01229,-3.84,0
RALOXIFENE,CARMUSTINE,786O,DB00481,DB00262,-3.82,0
ABIRATERONE,BORTEZOMIB,786O,DB05812,DB00188,-3.82,0
DASATINIB,IMIQUIMOD,786O,DB01254,DB00724,-3.8,0
LETROZOLE,PACLITAXEL,786O,DB01006,DB01229,-3.79,0
GEFITINIB,AMIFOSTINE,786O,DB00317,DB01143,-3.79,0
ANASTROZOLE,NILOTINIB,786O,DB01217,DB04868,-3.78,0
VANDETANIB,ABIRATERONE,786O,DB05294,DB05812,-3.77,0
IMATINIB,CARMUSTINE,786O,DB00619,DB00262,-3.75,0
GEFITINIB,CELECOXIB,786O,DB00317,DB00482,-3.75,0
VISMODEGIB,DACARBAZINE,786O,DB08828,DB00851,-3.75,0
5-FU,CARMUSTINE,786O,DB00544,DB00262,-3.74,0
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,786O,DB00987,DB00437,-3.72,0
DASATINIB,ALLOPURINOL,786O,DB01254,DB00437,-3.7,0
DASATINIB,ARSENIC TRIOXIDE,786O,DB01254,DB01169,-3.69,0
ERLOTINIB HYDROCHLORIDE,ARSENIC TRIOXIDE,786O,DB00530,DB01169,-3.68,0
VISMODEGIB,CRIZOTINIB,786O,DB08828,DB08865,-3.68,0
CRIZOTINIB,VISMODEGIB,786O,DB08865,DB08828,-3.68,0
DACARBAZINE,ARSENIC TRIOXIDE,786O,DB00851,DB01169,-3.68,0
RALOXIFENE,DASATINIB,786O,DB00481,DB01254,-3.67,0
5-FU,BORTEZOMIB,786O,DB00544,DB00188,-3.67,0
LENALIDOMIDE,CELECOXIB,786O,DB00480,DB00482,-3.66,0
DEXRAZOXANE,SUNITINIB,786O,DB00380,DB01268,-3.66,0
PACLITAXEL,DASATINIB,786O,DB01229,DB01254,-3.65,0
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,786O,DB01073,DB01103,-3.64,0
PEMETREXED,QUINACRINE HYDROCHLORIDE,786O,DB00642,DB01103,-3.64,0
DOCETAXEL,BORTEZOMIB,786O,DB01248,DB00188,-3.62,0
CYTARABINE HYDROCHLORIDE,THALIDOMIDE,786O,DB00987,DB01041,-3.62,0
ABIRATERONE,HYDROXYUREA,786O,DB05812,DB01005,-3.61,0
VISMODEGIB,AZACYTIDINE,786O,DB08828,DB00928,-3.6,0
RUXOLITINIB,DEXRAZOXANE,786O,DB08877,DB00380,-3.58,0
ABIRATERONE,PAZOPANIB HYDROCHLORIDE,786O,DB05812,DB06589,-3.58,0
RALOXIFENE,METHOTREXATE,786O,DB00481,DB00563,-3.57,0
LENALIDOMIDE,DASATINIB,786O,DB00480,DB01254,-3.57,0
ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,786O,DB00437,DB00530,-3.56,0
PACLITAXEL,ARSENIC TRIOXIDE,786O,DB01229,DB01169,-3.55,0
RUXOLITINIB,VISMODEGIB,786O,DB08877,DB08828,-3.55,0
ABIRATERONE,LENALIDOMIDE,786O,DB05812,DB00480,-3.55,0
DOCETAXEL,AMIFOSTINE,786O,DB01248,DB01143,-3.54,0
IMATINIB,IMIQUIMOD,786O,DB00619,DB00724,-3.53,0
DEXRAZOXANE,DACARBAZINE,786O,DB00380,DB00851,-3.53,0
VANDETANIB,ERLOTINIB HYDROCHLORIDE,786O,DB05294,DB00530,-3.53,0
VEMURAFENIB,DASATINIB,786O,DB08881,DB01254,-3.51,0
ZOLEDRONIC ACID,CARMUSTINE,786O,DB00399,DB00262,-3.48,0
FLUDARABINE BASE,CARMUSTINE,786O,DB01073,DB00262,-3.46,0
ABIRATERONE,TAMOXIFEN CITRATE,786O,DB05812,DB00675,-3.46,0
CYTARABINE HYDROCHLORIDE,DOCETAXEL,786O,DB00987,DB01248,-3.42,0
DASATINIB,SUNITINIB,786O,DB01254,DB01268,-3.41,0
VANDETANIB,BLEOMYCIN,786O,DB05294,DB00290,-3.41,0
LOMUSTINE,FLUDARABINE BASE,786O,DB01206,DB01073,-3.41,0
VISMODEGIB,LAPATINIB,786O,DB08828,DB01259,-3.4,0
LETROZOLE,BLEOMYCIN,786O,DB01006,DB00290,-3.39,0
RALOXIFENE,LETROZOLE,786O,DB00481,DB01006,-3.39,0
LETROZOLE,DOCETAXEL,786O,DB01006,DB01248,-3.38,0
VANDETANIB,TAMOXIFEN CITRATE,786O,DB05294,DB00675,-3.38,0
5-FU,LAPATINIB,786O,DB00544,DB01259,-3.37,0
ABIRATERONE,AZACYTIDINE,786O,DB05812,DB00928,-3.36,0
NILOTINIB,QUINACRINE HYDROCHLORIDE,786O,DB04868,DB01103,-3.35,0
CRIZOTINIB,ARSENIC TRIOXIDE,786O,DB08865,DB01169,-3.35,0
ABIRATERONE,DASATINIB,786O,DB05812,DB01254,-3.34,0
FULVESTRANT,CARMUSTINE,786O,DB00947,DB00262,-3.32,0
GEFITINIB,IMIQUIMOD,786O,DB00317,DB00724,-3.32,0
RALOXIFENE,ZOLEDRONIC ACID,786O,DB00481,DB00399,-3.31,0
MITOXANTRONE,DOCETAXEL,786O,DB01204,DB01248,-3.31,0
VISMODEGIB,BLEOMYCIN,786O,DB08828,DB00290,-3.29,0
LENALIDOMIDE,ERLOTINIB HYDROCHLORIDE,786O,DB00480,DB00530,-3.28,0
LENALIDOMIDE,DAUNORUBICIN HYDROCHLORIDE,786O,DB00480,DB00694,-3.28,0
DASATINIB,THALIDOMIDE,786O,DB01254,DB01041,-3.25,0
ABIRATERONE,LAPATINIB,786O,DB05812,DB01259,-3.25,0
FULVESTRANT,ARSENIC TRIOXIDE,786O,DB00947,DB01169,-3.24,0
CRIZOTINIB,ABIRATERONE,786O,DB08865,DB05812,-3.24,0
AZACYTIDINE,MERCAPTOPURINE,786O,DB00928,DB01033,-3.22,0
AZACYTIDINE,ARSENIC TRIOXIDE,786O,DB00928,DB01169,-3.22,0
DEXRAZOXANE,DASATINIB,786O,DB00380,DB01254,-3.21,0
RUXOLITINIB,LENALIDOMIDE,786O,DB08877,DB00480,-3.2,0
METHOXSALEN,AMIFOSTINE,786O,DB00553,DB01143,-3.19,0
HYDROXYUREA,BLEOMYCIN,786O,DB01005,DB00290,-3.17,0
AZACYTIDINE,IXABEPILONE,786O,DB00928,DB04845,-3.17,0
BLEOMYCIN,IMIQUIMOD,786O,DB00290,DB00724,-3.15,0
VEMURAFENIB,CYTARABINE HYDROCHLORIDE,786O,DB08881,DB00987,-3.15,0
VANDETANIB,PEMETREXED,786O,DB05294,DB00642,-3.15,0
CRIZOTINIB,DASATINIB,786O,DB08865,DB01254,-3.14,0
THALIDOMIDE,ARSENIC TRIOXIDE,786O,DB01041,DB01169,-3.13,0
METHOTREXATE,ARSENIC TRIOXIDE,786O,DB00563,DB01169,-3.11,0
5-FU,CRIZOTINIB,786O,DB00544,DB08865,-3.09,0
DASATINIB,METHOTREXATE,786O,DB01254,DB00563,-3.08,0
NILOTINIB,CARMUSTINE,786O,DB04868,DB00262,-3.07,0
TENIPOSIDE,TOPOTECAN HYDROCHLORIDE,786O,DB00444,DB01030,-3.07,0
ZOLEDRONIC ACID,ERLOTINIB HYDROCHLORIDE,786O,DB00399,DB00530,-3.06,0
VISMODEGIB,5-FU,786O,DB08828,DB00544,-3.06,0
MITOTANE,CARMUSTINE,786O,DB00648,DB00262,-3.05,0
TENIPOSIDE,PACLITAXEL,786O,DB00444,DB01229,-3.05,0
LENALIDOMIDE,TAMOXIFEN CITRATE,786O,DB00480,DB00675,-3.05,0
RUXOLITINIB,ABIRATERONE,786O,DB08877,DB05812,-3.05,0
LAPATINIB,METHOTREXATE,786O,DB01259,DB00563,-3.04,0
TAMOXIFEN CITRATE,IMIQUIMOD,786O,DB00675,DB00724,-3.02,0
SUNITINIB,METHOTREXATE,786O,DB01268,DB00563,-3.01,0
PEMETREXED,ANASTROZOLE,786O,DB00642,DB01217,-3.01,0
TENIPOSIDE,CARMUSTINE,786O,DB00444,DB00262,-3,0
LOMUSTINE,QUINACRINE HYDROCHLORIDE,786O,DB01206,DB01103,-2.98,0
PAZOPANIB HYDROCHLORIDE,PEMETREXED,786O,DB06589,DB00642,-2.98,0
VISMODEGIB,RALOXIFENE,786O,DB08828,DB00481,-2.98,0
CYTARABINE HYDROCHLORIDE,PRALATREXATE,786O,DB00987,DB06813,-2.97,0
ABIRATERONE,DACARBAZINE,786O,DB05812,DB00851,-2.97,0
VISMODEGIB,IMIQUIMOD,786O,DB08828,DB00724,-2.97,0
DASATINIB,TOPOTECAN HYDROCHLORIDE,786O,DB01254,DB01030,-2.95,0
ABIRATERONE,CARMUSTINE,786O,DB05812,DB00262,-2.95,0
RALOXIFENE,LENALIDOMIDE,786O,DB00481,DB00480,-2.94,0
PACLITAXEL,ZOLEDRONIC ACID,786O,DB01229,DB00399,-2.94,0
RUXOLITINIB,IMATINIB,786O,DB08877,DB00619,-2.94,0
VEMURAFENIB,VISMODEGIB,786O,DB08881,DB08828,-2.93,0
LOMUSTINE,HYDROXYUREA,786O,DB01206,DB01005,-2.93,0
TENIPOSIDE,METHOTREXATE,786O,DB00444,DB00563,-2.88,0
DOCETAXEL,ERLOTINIB HYDROCHLORIDE,786O,DB01248,DB00530,-2.88,0
VANDETANIB,CARMUSTINE,786O,DB05294,DB00262,-2.88,0
VISMODEGIB,TRETINOIN,786O,DB08828,DB00755,-2.88,0
ABIRATERONE,VEMURAFENIB,786O,DB05812,DB08881,-2.88,0
LENALIDOMIDE,ANASTROZOLE,786O,DB00480,DB01217,-2.88,0
CABAZITAXEL,METHOTREXATE,786O,DB06772,DB00563,-2.85,0
CRIZOTINIB,BLEOMYCIN,786O,DB08865,DB00290,-2.84,0
RALOXIFENE,VISMODEGIB,786O,DB00481,DB08828,-2.83,0
TAMOXIFEN CITRATE,METHOXSALEN,786O,DB00675,DB00553,-2.81,0
SUNITINIB,THALIDOMIDE,786O,DB01268,DB01041,-2.8,0
VISMODEGIB,TAMOXIFEN CITRATE,786O,DB08828,DB00675,-2.79,0
IMATINIB,ERLOTINIB HYDROCHLORIDE,786O,DB00619,DB00530,-2.78,0
MITOTANE,ARSENIC TRIOXIDE,786O,DB00648,DB01169,-2.78,0
DEXRAZOXANE,ALLOPURINOL,786O,DB00380,DB00437,-2.78,0
5-FU,BLEOMYCIN,786O,DB00544,DB00290,-2.75,0
CABAZITAXEL,DEXRAZOXANE,786O,DB06772,DB00380,-2.75,0
5-FU,NILOTINIB,786O,DB00544,DB04868,-2.74,0
MITOXANTRONE,CYTARABINE HYDROCHLORIDE,786O,DB01204,DB00987,-2.73,0
ABIRATERONE,DEXRAZOXANE,786O,DB05812,DB00380,-2.73,0
VISMODEGIB,MEGESTROL ACETATE,786O,DB08828,DB00351,-2.72,0
LENALIDOMIDE,BORTEZOMIB,786O,DB00480,DB00188,-2.72,0
ABIRATERONE,LETROZOLE,786O,DB05812,DB01006,-2.71,0
CYTARABINE HYDROCHLORIDE,PACLITAXEL,786O,DB00987,DB01229,-2.7,0
MITOXANTRONE,5-FU,786O,DB01204,DB00544,-2.7,0
DOCETAXEL,ALLOPURINOL,786O,DB01248,DB00437,-2.69,0
RUXOLITINIB,CELECOXIB,786O,DB08877,DB00482,-2.69,0
VISMODEGIB,CARMUSTINE,786O,DB08828,DB00262,-2.69,0
DACARBAZINE,DOCETAXEL,786O,DB00851,DB01248,-2.69,0
GEFITINIB,ALLOPURINOL,786O,DB00317,DB00437,-2.68,0
MITOXANTRONE,PACLITAXEL,786O,DB01204,DB01229,-2.67,0
CABAZITAXEL,5-FU,786O,DB06772,DB00544,-2.67,0
TAMOXIFEN CITRATE,SUNITINIB,786O,DB00675,DB01268,-2.66,0
DEXRAZOXANE,METHOTREXATE,786O,DB00380,DB00563,-2.66,0
LENALIDOMIDE,LETROZOLE,786O,DB00480,DB01006,-2.66,0
RALOXIFENE,CELECOXIB,786O,DB00481,DB00482,-2.63,0
VEMURAFENIB,LENALIDOMIDE,786O,DB08881,DB00480,-2.61,0
ALLOPURINOL,CARMUSTINE,786O,DB00437,DB00262,-2.6,0
ABIRATERONE,IMIQUIMOD,786O,DB05812,DB00724,-2.6,0
QUINACRINE HYDROCHLORIDE,IXABEPILONE,786O,DB01103,DB04845,-2.59,0
MITOTANE,ERLOTINIB HYDROCHLORIDE,786O,DB00648,DB00530,-2.58,0
LENALIDOMIDE,IMATINIB,786O,DB00480,DB00619,-2.57,0
DAUNORUBICIN HYDROCHLORIDE,IMATINIB,786O,DB00694,DB00619,-2.56,0
VISMODEGIB,VEMURAFENIB,786O,DB08828,DB08881,-2.55,0
CABAZITAXEL,ZOLEDRONIC ACID,786O,DB06772,DB00399,-2.55,0
QUINACRINE HYDROCHLORIDE,IMIQUIMOD,786O,DB01103,DB00724,-2.53,0
VEMURAFENIB,VANDETANIB,786O,DB08881,DB05294,-2.52,0
ABIRATERONE,TRETINOIN,786O,DB05812,DB00755,-2.52,0
VISMODEGIB,FULVESTRANT,786O,DB08828,DB00947,-2.51,0
DOCETAXEL,METHOXSALEN,786O,DB01248,DB00553,-2.5,0
VISMODEGIB,BORTEZOMIB,786O,DB08828,DB00188,-2.5,0
ABIRATERONE,THALIDOMIDE,786O,DB05812,DB01041,-2.5,0
MITOXANTRONE,SORAFENIB,786O,DB01204,DB00398,-2.49,0
PAZOPANIB HYDROCHLORIDE,HYDROXYUREA,786O,DB06589,DB01005,-2.49,0
PRALATREXATE,AMIFOSTINE,786O,DB06813,DB01143,-2.48,0
VANDETANIB,ANASTROZOLE,786O,DB05294,DB01217,-2.48,0
PAZOPANIB HYDROCHLORIDE,LENALIDOMIDE,786O,DB06589,DB00480,-2.48,0
LOMUSTINE,NILOTINIB,786O,DB01206,DB04868,-2.47,0
RALOXIFENE,FULVESTRANT,786O,DB00481,DB00947,-2.46,0
VEMURAFENIB,ABIRATERONE,786O,DB08881,DB05812,-2.45,0
SORAFENIB,QUINACRINE HYDROCHLORIDE,786O,DB00398,DB01103,-2.44,0
RUXOLITINIB,CARMUSTINE,786O,DB08877,DB00262,-2.43,0
ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,786O,DB01217,DB00530,-2.42,0
VEMURAFENIB,BLEOMYCIN,786O,DB08881,DB00290,-2.42,0
DACARBAZINE,CARMUSTINE,786O,DB00851,DB00262,-2.42,0
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,786O,DB08877,DB00530,-2.42,0
GEFITINIB,TENIPOSIDE,786O,DB00317,DB00444,-2.4,0
LAPATINIB,TOPOTECAN HYDROCHLORIDE,786O,DB01259,DB01030,-2.38,0
ABIRATERONE,FLUDARABINE BASE,786O,DB05812,DB01073,-2.37,0
5-FU,HYDROXYUREA,786O,DB00544,DB01005,-2.37,0
ABIRATERONE,MEGESTROL ACETATE,786O,DB05812,DB00351,-2.36,0
DACARBAZINE,ERLOTINIB HYDROCHLORIDE,786O,DB00851,DB00530,-2.36,0
VISMODEGIB,NILOTINIB,786O,DB08828,DB04868,-2.36,0
PAZOPANIB HYDROCHLORIDE,SORAFENIB,786O,DB06589,DB00398,-2.35,0
PEMETREXED,MITOTANE,786O,DB00642,DB00648,-2.35,0
DASATINIB,PRALATREXATE,786O,DB01254,DB06813,-2.33,0
VANDETANIB,CYTARABINE HYDROCHLORIDE,786O,DB05294,DB00987,-2.33,0
LENALIDOMIDE,ALLOPURINOL,786O,DB00480,DB00437,-2.33,0
DACARBAZINE,ZOLEDRONIC ACID,786O,DB00851,DB00399,-2.3,0
VEMURAFENIB,IMATINIB,786O,DB08881,DB00619,-2.28,0
RUXOLITINIB,BORTEZOMIB,786O,DB08877,DB00188,-2.27,0
MEGESTROL ACETATE,ARSENIC TRIOXIDE,786O,DB00351,DB01169,-2.27,0
QUINACRINE HYDROCHLORIDE,ARSENIC TRIOXIDE,786O,DB01103,DB01169,-2.26,0
RALOXIFENE,THALIDOMIDE,786O,DB00481,DB01041,-2.24,0
LENALIDOMIDE,AZACYTIDINE,786O,DB00480,DB00928,-2.24,0
LOMUSTINE,FULVESTRANT,786O,DB01206,DB00947,-2.23,0
TRETINOIN,SUNITINIB,786O,DB00755,DB01268,-2.22,0
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,786O,DB01030,DB00530,-2.22,0
LAPATINIB,METHOXSALEN,786O,DB01259,DB00553,-2.22,0
ABIRATERONE,METHOXSALEN,786O,DB05812,DB00553,-2.22,0
GEFITINIB,IMATINIB,786O,DB00317,DB00619,-2.21,0
GEFITINIB,FULVESTRANT,786O,DB00317,DB00947,-2.21,0
CRIZOTINIB,LENALIDOMIDE,786O,DB08865,DB00480,-2.21,0
VISMODEGIB,PEMETREXED,786O,DB08828,DB00642,-2.2,0
BLEOMYCIN,METHOXSALEN,786O,DB00290,DB00553,-2.19,0
SUNITINIB,ARSENIC TRIOXIDE,786O,DB01268,DB01169,-2.19,0
PEMETREXED,LAPATINIB,786O,DB00642,DB01259,-2.18,0
CRIZOTINIB,ZOLEDRONIC ACID,786O,DB08865,DB00399,-2.17,0
FLUDARABINE BASE,LAPATINIB,786O,DB01073,DB01259,-2.16,0
ZOLEDRONIC ACID,AMIFOSTINE,786O,DB00399,DB01143,-2.15,0
VEMURAFENIB,RUXOLITINIB,786O,DB08881,DB08877,-2.15,0
MITOTANE,ZOLEDRONIC ACID,786O,DB00648,DB00399,-2.14,0
THALIDOMIDE,AMIFOSTINE,786O,DB01041,DB01143,-2.14,0
RUXOLITINIB,TAMOXIFEN CITRATE,786O,DB08877,DB00675,-2.14,0
LENALIDOMIDE,LAPATINIB,786O,DB00480,DB01259,-2.12,0
PEMETREXED,AZACYTIDINE,786O,DB00642,DB00928,-2.09,0
VANDETANIB,DACARBAZINE,786O,DB05294,DB00851,-2.07,0
LENALIDOMIDE,DACARBAZINE,786O,DB00480,DB00851,-2.07,0
VEMURAFENIB,LETROZOLE,786O,DB08881,DB01006,-2.06,0
ANASTROZOLE,IMIQUIMOD,786O,DB01217,DB00724,-2.04,0
IMATINIB,ARSENIC TRIOXIDE,786O,DB00619,DB01169,-2.03,0
PRALATREXATE,IMIQUIMOD,786O,DB06813,DB00724,-2.03,0
PAZOPANIB HYDROCHLORIDE,BLEOMYCIN,786O,DB06589,DB00290,-2.02,0
DACARBAZINE,IMATINIB,786O,DB00851,DB00619,-2.01,0
PAZOPANIB HYDROCHLORIDE,RUXOLITINIB,786O,DB06589,DB08877,-2.01,0
RUXOLITINIB,PAZOPANIB HYDROCHLORIDE,786O,DB08877,DB06589,-2.01,0
DACARBAZINE,BLEOMYCIN,786O,DB00851,DB00290,-2,0
ANASTROZOLE,THALIDOMIDE,786O,DB01217,DB01041,-1.99,0
PAZOPANIB HYDROCHLORIDE,VANDETANIB,786O,DB06589,DB05294,-1.99,0
VEMURAFENIB,TAMOXIFEN CITRATE,786O,DB08881,DB00675,-1.99,0
PRALATREXATE,CARMUSTINE,786O,DB06813,DB00262,-1.98,0
PACLITAXEL,MERCAPTOPURINE,786O,DB01229,DB01033,-1.97,0
GEFITINIB,5-FU,786O,DB00317,DB00544,-1.97,0
AMIFOSTINE,ARSENIC TRIOXIDE,786O,DB01143,DB01169,-1.96,0
GEFITINIB,TAMOXIFEN CITRATE,786O,DB00317,DB00675,-1.93,0
PEMETREXED,THALIDOMIDE,786O,DB00642,DB01041,-1.91,0
HYDROXYUREA,TOPOTECAN HYDROCHLORIDE,786O,DB01005,DB01030,-1.9,0
CELECOXIB,ERLOTINIB HYDROCHLORIDE,786O,DB00482,DB00530,-1.88,0
DASATINIB,MITOTANE,786O,DB01254,DB00648,-1.87,0
VANDETANIB,LAPATINIB,786O,DB05294,DB01259,-1.87,0
5-FU,METHOXSALEN,786O,DB00544,DB00553,-1.87,0
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,786O,DB01005,DB01103,-1.86,0
LAPATINIB,ZOLEDRONIC ACID,786O,DB01259,DB00399,-1.85,0
ABIRATERONE,CELECOXIB,786O,DB05812,DB00482,-1.85,0
ABIRATERONE,ALLOPURINOL,786O,DB05812,DB00437,-1.85,0
BLEOMYCIN,SORAFENIB,786O,DB00290,DB00398,-1.84,0
ANASTROZOLE,MERCAPTOPURINE,786O,DB01217,DB01033,-1.83,0
MITOTANE,METHOXSALEN,786O,DB00648,DB00553,-1.83,0
RUXOLITINIB,VEMURAFENIB,786O,DB08877,DB08881,-1.83,0
ANASTROZOLE,PRALATREXATE,786O,DB01217,DB06813,-1.81,0
GEFITINIB,CRIZOTINIB,786O,DB00317,DB08865,-1.8,0
DAUNORUBICIN HYDROCHLORIDE,LAPATINIB,786O,DB00694,DB01259,-1.77,0
LENALIDOMIDE,CRIZOTINIB,786O,DB00480,DB08865,-1.77,0
DEXRAZOXANE,THALIDOMIDE,786O,DB00380,DB01041,-1.77,0
TENIPOSIDE,BORTEZOMIB,786O,DB00444,DB00188,-1.76,0
CRIZOTINIB,RUXOLITINIB,786O,DB08865,DB08877,-1.75,0
VISMODEGIB,METHOTREXATE,786O,DB08828,DB00563,-1.75,0
ABIRATERONE,IXABEPILONE,786O,DB05812,DB04845,-1.74,0
DOCETAXEL,ARSENIC TRIOXIDE,786O,DB01248,DB01169,-1.72,0
TENIPOSIDE,BLEOMYCIN,786O,DB00444,DB00290,-1.72,0
VANDETANIB,CRIZOTINIB,786O,DB05294,DB08865,-1.72,0
PEMETREXED,IMATINIB,786O,DB00642,DB00619,-1.71,0
IMATINIB,AMIFOSTINE,786O,DB00619,DB01143,-1.69,0
NILOTINIB,AMIFOSTINE,786O,DB04868,DB01143,-1.68,0
DEXRAZOXANE,QUINACRINE HYDROCHLORIDE,786O,DB00380,DB01103,-1.68,0
PAZOPANIB HYDROCHLORIDE,ANASTROZOLE,786O,DB06589,DB01217,-1.68,0
RALOXIFENE,PEMETREXED,786O,DB00481,DB00642,-1.67,0
AZACYTIDINE,METHOTREXATE,786O,DB00928,DB00563,-1.67,0
RALOXIFENE,ANASTROZOLE,786O,DB00481,DB01217,-1.66,0
GEFITINIB,DASATINIB,786O,DB00317,DB01254,-1.66,0
AZACYTIDINE,MITOTANE,786O,DB00928,DB00648,-1.65,0
VEMURAFENIB,BORTEZOMIB,786O,DB08881,DB00188,-1.65,0
ABIRATERONE,METHOTREXATE,786O,DB05812,DB00563,-1.65,0
PACLITAXEL,ALLOPURINOL,786O,DB01229,DB00437,-1.64,0
RUXOLITINIB,ALLOPURINOL,786O,DB08877,DB00437,-1.64,0
CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,786O,DB08865,DB00530,-1.63,0
AMIFOSTINE,TOPOTECAN HYDROCHLORIDE,786O,DB01143,DB01030,-1.62,0
LOMUSTINE,ERLOTINIB HYDROCHLORIDE,786O,DB01206,DB00530,-1.62,0
ABIRATERONE,SUNITINIB,786O,DB05812,DB01268,-1.6,0
VISMODEGIB,LETROZOLE,786O,DB08828,DB01006,-1.6,0
IMATINIB,FULVESTRANT,786O,DB00619,DB00947,-1.59,0
CRIZOTINIB,VANDETANIB,786O,DB08865,DB05294,-1.59,0
CRIZOTINIB,TAMOXIFEN CITRATE,786O,DB08865,DB00675,-1.59,0
CABAZITAXEL,PEMETREXED,786O,DB06772,DB00642,-1.58,0
DACARBAZINE,CELECOXIB,786O,DB00851,DB00482,-1.57,0
